ts,open,close,high,low,total_turnover,volume
2005-02-21,1006.69,1025.63,1025.66,1006.69,6052395008.0,988609400.0
2005-02-22,1026.84,1046.74,1048.68,1024.53,10922775552.0,1793784000.0
2005-02-23,1046.81,1043.94,1049.61,1036.63,11231939584.0,1869693000.0
2005-02-24,1042.25,1045.46,1045.96,1034.73,8993752064.0,1468178800.0
2005-02-25,1046.27,1046.76,1059.48,1045.98,11489959936.0,1817000400.0
2005-02-28,1046.21,1039.99,1048.28,1035.04,8190100992.0,1297104600.0
2005-03-01,1039.35,1035.93,1042.74,1031.17,6288790016.0,996209000.0
2005-03-02,1036.37,1021.32,1045.76,1021.0,8971308032.0,1422513500.0
2005-03-03,1019.88,1027.71,1028.4,1014.75,5582812160.0,920308500.0
2005-03-04,1027.93,1023.67,1031.85,1022.18,5383866880.0,817364100.0
2005-03-07,1024.48,1029.87,1031.34,1024.48,5316472832.0,793294900.0
2005-03-08,1033.79,1048.99,1049.29,1032.85,9851274240.0,1429579300.0
2005-03-09,1051.26,1046.54,1054.64,1041.98,9877622784.0,1532748800.0
2005-03-10,1046.69,1022.41,1046.69,1019.63,8380547072.0,1329595300.0
2005-03-11,1021.08,1027.43,1028.12,1016.93,7654557184.0,1147638100.0
2005-03-14,1027.18,1031.03,1041.57,1014.93,10229429248.0,1446608800.0
2005-03-15,1030.86,1013.52,1030.94,1011.64,8091209216.0,1200749300.0
2005-03-16,1011.85,1003.07,1012.2,995.97,7153744896.0,1062278200.0
2005-03-17,1001.97,992.86,1004.82,992.12,6535060992.0,996901100.0
2005-03-18,991.89,978.67,996.4,975.71,6314991104.0,965205900.0
2005-03-21,977.3,981.89,983.18,973.0,4594520064.0,725256500.0
2005-03-22,981.71,964.02,982.14,959.56,6955307008.0,1137571700.0
2005-03-23,962.82,959.01,975.36,955.99,7092055040.0,1093005300.0
2005-03-24,957.43,964.8,965.06,948.53,6446642176.0,926071400.0
2005-03-25,964.25,962.96,966.97,959.06,4258127104.0,710732200.0
2005-03-28,961.65,960.7,961.65,948.81,4141656064.0,666924600.0
2005-03-29,960.42,955.19,968.12,954.74,4842149888.0,757737900.0
2005-03-30,952.71,937.03,952.71,936.38,5459378176.0,895016300.0
2005-03-31,934.85,942.2,942.37,928.34,4555321856.0,785944500.0
2005-04-01,941.43,978.15,989.9,937.55,10109403136.0,1634750500.0
2005-04-04,968.49,962.17,974.06,956.13,7296500224.0,1143509200.0
2005-04-05,960.54,955.6,967.75,953.59,6069514240.0,953453600.0
2005-04-06,955.6,973.67,977.86,948.95,9727654912.0,1428242000.0
2005-04-07,975.97,984.73,1000.27,974.31,13260560384.0,2075421000.0
2005-04-08,984.665,1003.445,1003.699,979.529,9151349808.0,1476252600.0
2005-04-11,1003.879,995.421,1008.735,992.773,10436232248.0,1593606600.0
2005-04-12,993.711,978.697,993.711,978.204,6479563495.0,1022619300.0
2005-04-13,987.95,1000.9,1006.499,987.95,10029602129.0,1607168700.0
2005-04-14,1004.64,986.975,1006.416,985.578,7813424514.0,1294571000.0
2005-04-15,982.613,974.082,982.613,971.93,6541675456.0,1040895500.0
2005-04-18,970.907,963.772,970.907,958.649,5329138712.0,859840000.0
2005-04-19,962.916,965.886,968.867,957.91,5768907755.0,921262300.0
2005-04-20,964.151,950.867,964.151,946.197,5300003714.0,885070500.0
2005-04-21,948.861,943.981,955.553,938.595,6140646108.0,994614500.0
2005-04-22,942.908,939.101,947.909,934.957,6373550345.0,1069188400.0
2005-04-25,935.993,930.07,935.993,920.162,6667303132.0,1147047800.0
2005-04-26,928.428,937.083,939.696,924.655,7029373085.0,1169047100.0
2005-04-27,938.57,926.604,938.91,925.896,6432845906.0,1078061100.0
2005-04-28,923.529,942.073,945.504,914.829,8315813742.0,1434348600.0
2005-04-29,940.806,932.395,942.453,929.81,6853192443.0,1123541900.0
2005-05-09,934.65,909.174,937.39,909.174,4889696446.0,852911500.0
2005-05-10,905.543,913.076,913.388,892.313,5960910722.0,1049433100.0
2005-05-11,911.838,901.851,917.223,900.438,5128333208.0,904204700.0
2005-05-12,899.968,885.82,900.063,883.511,6107327165.0,1022872000.0
2005-05-13,883.505,887.543,898.505,875.576,6228419643.0,1124490600.0
2005-05-16,885.389,875.271,885.389,869.334,4630088469.0,822428800.0
2005-05-17,873.077,881.462,888.281,868.212,4635198616.0,877227300.0
2005-05-18,881.141,883.196,890.403,871.821,4615409280.0,787861000.0
2005-05-19,882.842,884.171,888.016,871.289,4263472583.0,814958300.0
2005-05-20,883.513,882.763,891.02,879.18,3835476288.0,722667600.0
2005-05-23,880.281,863.341,880.281,862.098,3725791093.0,727979500.0
2005-05-24,861.195,868.456,871.767,855.587,4777971875.0,920692900.0
2005-05-25,867.658,868.451,876.305,861.659,3742173189.0,723855600.0
2005-05-26,867.758,857.331,872.835,854.956,3470051082.0,662278600.0
2005-05-27,855.595,849.508,864.963,848.398,4240678764.0,774998300.0
2005-05-30,847.634,855.612,858.462,842.102,3712116331.0,697158300.0
2005-05-31,856.561,855.946,863.198,853.291,3601006687.0,704782100.0
2005-06-01,855.206,837.532,857.657,836.04,4274074912.0,790230200.0
2005-06-02,835.467,818.379,835.493,812.989,5220786229.0,950865700.0
2005-06-03,816.546,818.033,823.86,807.965,4164754479.0,793605600.0
2005-06-06,816.731,838.997,839.15,807.784,4685006534.0,900918500.0
2005-06-07,841.579,837.282,858.092,835.179,7248577634.0,1306706800.0
2005-06-08,848.536,905.773,908.829,844.473,17414544247.0,3290783900.0
2005-06-09,907.569,912.604,925.365,895.036,17782386004.0,3314184000.0
2005-06-10,911.941,894.556,911.941,889.103,12006754528.0,2239150200.0
2005-06-13,894.997,892.959,900.18,877.69,7944060172.0,1562800200.0
2005-06-14,895.391,883.537,905.415,882.862,7692070462.0,1434357000.0
2005-06-15,881.208,866.834,881.248,865.136,6272310250.0,1145405600.0
2005-06-16,866.659,879.237,879.493,861.827,6115269193.0,1104968500.0
2005-06-17,883.605,880.345,888.078,876.038,8285455982.0,1496300900.0
2005-06-20,881.623,906.255,906.482,872.563,10290889580.0,1899208200.0
2005-06-21,906.306,896.166,906.306,894.386,6890936652.0,1277478400.0
2005-06-22,894.769,900.646,901.243,891.926,5882401451.0,1047813400.0
2005-06-23,900.059,893.572,904.896,892.831,5465028353.0,950930800.0
2005-06-24,892.061,898.301,898.67,888.397,4732186046.0,891873900.0
2005-06-27,904.209,916.043,920.647,904.209,8903493734.0,1654540200.0
2005-06-28,913.48,903.716,913.48,901.207,5536098456.0,1040221900.0
2005-06-29,906.751,898.898,907.571,898.084,5751998008.0,1080674600.0
2005-06-30,897.102,878.686,897.102,876.884,5597946269.0,1085547200.0
2005-07-01,875.935,859.494,875.935,858.37,5086726820.0,1009459700.0
2005-07-04,855.317,855.932,856.1,842.812,4026099534.0,884027700.0
2005-07-05,853.679,849.679,856.738,845.361,4529674417.0,799268800.0
2005-07-06,850.253,842.556,854.448,838.609,3627265630.0,689831400.0
2005-07-07,841.748,844.729,848.022,839.282,2901826588.0,596246500.0
2005-07-08,842.62,829.489,842.62,827.229,3447787083.0,722100000.0
2005-07-11,837.863,824.097,850.658,822.524,4092653674.0,843900600.0
2005-07-12,821.911,851.816,854.286,818.863,7519245269.0,1498987100.0
2005-07-13,850.469,846.231,851.949,841.858,4674024437.0,939884200.0
2005-07-14,844.94,849.59,856.095,843.176,4742557429.0,936196800.0
2005-07-15,849.873,841.001,854.604,837.783,4203939701.0,888956300.0
2005-07-18,839.221,832.995,840.005,829.679,3767754660.0,850000600.0
2005-07-19,831.501,835.608,840.143,829.277,3622924794.0,789181800.0
2005-07-20,835.301,842.641,844.712,832.144,3953440082.0,852647300.0
2005-07-21,842.746,843.987,843.987,835.757,4118496717.0,836610100.0
2005-07-22,847.541,859.693,867.165,842.987,10210013616.0,4273648600.0
2005-07-25,858.328,856.86,860.951,854.284,5762385031.0,1181608000.0
2005-07-26,856.189,876.48,880.034,856.189,10513580671.0,2182677600.0
2005-07-27,876.942,894.012,894.026,876.036,9688109273.0,2040953700.0
2005-07-28,893.879,890.885,900.997,888.5,10326374188.0,2062252700.0
2005-07-29,889.41,888.164,892.294,883.383,6409062024.0,1339740600.0
2005-08-01,887.718,891.607,897.285,885.85,5451576867.0,1180830900.0
2005-08-02,892.13,903.598,903.648,888.396,6441958706.0,1429254700.0
2005-08-03,905.181,909.57,919.282,903.76,11911777040.0,2578629800.0
2005-08-04,907.42,904.15,909.827,901.625,6682690057.0,1451925600.0
2005-08-05,904.039,923.803,923.808,903.94,9585685726.0,1912376500.0
2005-08-08,926.571,927.471,933.154,923.573,11135756693.0,2160894400.0
2005-08-09,926.973,933.089,933.394,919.107,9704541246.0,1953290700.0
2005-08-10,933.26,940.37,940.37,926.275,10214864206.0,2151576300.0
2005-08-11,940.785,953.992,953.992,939.386,14042061872.0,2707366600.0
2005-08-12,954.719,938.316,959.268,933.985,14457553256.0,2916814400.0
2005-08-15,937.705,954.502,954.502,936.113,10503460782.0,2043081300.0
2005-08-16,955.27,945.058,959.343,939.916,12606079730.0,2386181800.0
2005-08-17,943.405,953.012,953.342,930.325,10910460911.0,2145776900.0
2005-08-18,954.155,920.671,956.841,919.121,15916423709.0,3185532700.0
2005-08-19,918.091,923.038,927.32,910.083,10881501177.0,2224267900.0
2005-08-22,923.108,931.673,933.351,919.222,7745835021.0,1603101000.0
2005-08-23,931.809,923.414,931.809,915.033,7508824639.0,1540648800.0
2005-08-24,923.558,930.651,935.23,923.558,7736512283.0,1595974700.0
2005-08-25,930.975,930.118,933.196,920.61,7604864624.0,1629205700.0
2005-08-26,930.246,928.258,930.325,921.843,7186198527.0,1542980400.0
2005-08-29,928.341,917.371,928.341,913.767,7137708170.0,1546226100.0
2005-08-30,916.086,914.88,920.208,912.838,5858436210.0,1243817000.0
2005-08-31,915.122,927.916,928.212,911.505,7034282250.0,1462363000.0
2005-09-01,928.52,944.559,944.947,926.06,10558677965.0,2230638400.0
2005-09-02,945.978,947.871,947.918,941.314,8864773608.0,1861443800.0
2005-09-05,949.077,952.717,952.985,944.629,8242226133.0,1784331800.0
2005-09-06,953.41,936.61,956.297,934.972,10583985179.0,2122225500.0
2005-09-07,934.991,952.758,952.896,932.648,9956808193.0,1960846600.0
2005-09-08,954.273,955.282,958.867,947.707,11753260243.0,2242439300.0
2005-09-09,955.112,949.065,959.898,946.021,7924193974.0,1621931000.0
2005-09-12,949.779,949.506,952.551,945.403,5610130326.0,1167261300.0
2005-09-13,949.584,963.774,963.921,948.128,7999031246.0,1657943100.0
2005-09-14,964.97,970.193,970.263,961.64,9942627972.0,1995829100.0
2005-09-15,970.58,969.598,970.964,965.656,8098160518.0,1637767900.0
2005-09-16,969.619,967.495,970.37,964.285,6989327513.0,1397857100.0
2005-09-19,967.44,971.136,971.987,964.263,7427481654.0,1473742100.0
2005-09-20,971.379,961.919,971.65,957.118,9189438331.0,1863660400.0
2005-09-21,961.374,944.408,961.374,943.824,8760459022.0,1854189500.0
2005-09-22,942.726,923.274,942.726,914.232,8625589892.0,1811552500.0
2005-09-23,921.51,916.154,927.419,914.806,5549882042.0,1154764400.0
2005-09-26,915.84,918.485,919.65,913.613,4398425669.0,883624100.0
2005-09-27,918.866,904.214,921.132,903.387,5576097392.0,1108605600.0
2005-09-28,903.328,903.719,910.333,901.382,4331475905.0,885031000.0
2005-09-29,904.28,915.975,915.975,904.28,5798238295.0,1193897800.0
2005-09-30,916.587,917.392,918.662,913.452,4529466676.0,900143300.0
2005-10-10,917.211,907.321,917.211,906.88,3665624376.0,715845100.0
2005-10-11,906.628,919.72,919.796,904.045,4032539378.0,775829500.0
2005-10-12,920.453,923.485,926.094,917.377,6653231000.0,1220885200.0
2005-10-13,923.426,916.499,926.009,916.275,6021814326.0,1082890400.0
2005-10-14,916.337,904.828,917.89,902.813,5568049025.0,1012394000.0
2005-10-17,903.266,897.623,903.266,892.359,5516482064.0,1055250600.0
2005-10-18,897.366,902.366,903.001,895.622,5849997730.0,1136631700.0
2005-10-19,902.036,898.744,907.876,897.045,5474099406.0,1103304800.0
2005-10-20,898.891,899.915,900.126,889.569,6082545635.0,1260872500.0
2005-10-21,899.645,904.414,907.792,897.986,5645096184.0,1136458800.0
2005-10-24,905.129,906.652,908.453,900.229,4674775354.0,921898200.0
2005-10-25,905.967,894.272,905.967,893.609,5687104900.0,1121340100.0
2005-10-26,892.617,875.82,892.617,873.895,5911800808.0,1216712300.0
2005-10-27,873.472,875.849,879.668,869.72,5881848405.0,1190858800.0
2005-10-28,875.862,867.729,880.206,859.692,5565266453.0,1197337600.0
2005-10-31,866.618,876.282,878.409,866.153,4954801462.0,1044365100.0
2005-11-01,875.956,872.865,875.956,862.686,4762514458.0,1008274500.0
2005-11-02,873.393,882.478,884.936,873.393,6115386842.0,1310497300.0
2005-11-03,882.189,874.575,885.681,872.11,5843191842.0,1217918200.0
2005-11-04,873.353,878.361,878.361,869.68,4570236086.0,956731000.0
2005-11-07,877.617,877.278,877.617,870.082,3758294613.0,771325900.0
2005-11-08,876.432,881.524,881.895,870.962,4617261094.0,1012876100.0
2005-11-09,881.513,879.252,884.942,878.684,5544780425.0,1177440500.0
2005-11-10,878.625,862.968,878.625,862.091,5071603818.0,1085377100.0
2005-11-11,861.221,864.79,867.328,857.789,4221479222.0,921972000.0
2005-11-14,864.081,862.149,864.246,858.344,2924317719.0,627167400.0
2005-11-15,862.067,856.635,867.46,853.859,4158739868.0,825247800.0
2005-11-16,855.449,863.119,863.167,847.49,4185382359.0,906613800.0
2005-11-17,863.077,862.658,865.791,859.0,4120494742.0,881163700.0
2005-11-18,862.579,882.241,886.582,862.403,8353934317.0,1759780300.0
2005-11-21,882.79,883.871,886.106,880.3,4897254555.0,1025996300.0
2005-11-22,883.931,869.617,883.931,869.53,4500600972.0,1059723600.0
2005-11-23,868.005,876.229,876.816,866.19,3944070407.0,991692000.0
2005-11-24,875.827,881.493,885.745,874.879,6102429919.0,1462900800.0
2005-11-25,881.248,884.105,884.162,877.262,5127946933.0,1300354600.0
2005-11-28,883.241,880.167,886.743,877.637,4239101597.0,973973500.0
2005-11-29,879.254,871.31,879.254,870.564,3597357382.0,841499400.0
2005-11-30,870.452,873.825,873.933,866.984,3676845309.0,804073800.0
2005-12-01,873.474,873.067,877.312,870.703,3355702993.0,706923500.0
2005-12-02,872.93,869.936,875.825,866.374,3937214093.0,849202100.0
2005-12-05,869.427,859.61,869.427,858.859,4606548004.0,1028689700.0
2005-12-06,858.108,866.075,867.187,855.715,4737134619.0,1030351400.0
2005-12-07,865.724,873.838,873.999,865.017,4368779146.0,984295500.0
2005-12-08,874.132,874.056,877.97,870.122,5018813137.0,1025917400.0
2005-12-09,873.693,887.358,887.568,871.261,5793086795.0,1271952600.0
2005-12-12,887.064,888.518,890.694,884.256,5082260512.0,1069928000.0
2005-12-13,887.996,889.101,889.221,880.743,5148218278.0,1054723800.0
2005-12-14,888.604,898.153,899.011,884.368,6757243552.0,1386837600.0
2005-12-15,898.382,896.434,904.012,895.168,7498123901.0,1625978200.0
2005-12-16,895.827,902.561,902.747,894.099,5418465602.0,1145210700.0
2005-12-19,902.049,902.91,904.472,898.794,4380561278.0,993632700.0
2005-12-20,902.746,907.318,907.318,899.662,4665761570.0,1029465900.0
2005-12-21,907.053,903.144,910.933,902.114,4892864878.0,1027397600.0
2005-12-22,902.371,908.754,909.061,900.664,4441384591.0,894702600.0
2005-12-23,908.96,915.89,915.89,908.514,5799046691.0,1190699900.0
2005-12-26,916.668,922.378,925.005,916.409,7501782773.0,1534265000.0
2005-12-27,922.439,919.36,922.439,916.005,5640640118.0,1205035900.0
2005-12-28,919.051,920.919,920.984,915.116,5731256513.0,1213103200.0
2005-12-29,921.144,932.031,932.031,921.144,8798040548.0,1725495900.0
2005-12-30,933.45,923.451,933.999,921.834,8517980122.0,1560025100.0
2006-01-04,926.559,941.428,941.428,926.412,11442608327.0,2112689900.0
2006-01-05,943.85,959.134,959.625,942.308,14693493720.0,2731174300.0
2006-01-06,961.915,970.032,975.628,956.04,16170989866.0,3028636800.0
2006-01-09,971.089,975.253,976.273,966.053,12626400277.0,2432955200.0
2006-01-10,975.282,978.154,978.277,964.43,12344022953.0,2273530200.0
2006-01-11,977.644,973.477,983.39,963.394,13488346780.0,2652413800.0
2006-01-12,972.389,983.716,984.076,968.538,11028175836.0,2189668000.0
2006-01-13,985.039,978.809,988.111,973.685,11215633222.0,2228186100.0
2006-01-16,977.886,961.439,977.886,960.879,9896151721.0,2030521500.0
2006-01-17,959.395,964.29,965.984,952.234,8076118846.0,1603727600.0
2006-01-18,964.16,983.622,984.672,963.077,10389841771.0,2082351800.0
2006-01-19,985.216,991.222,992.272,978.278,12714862349.0,2645560900.0
2006-01-20,991.572,993.34,994.5,987.06,12929890431.0,2614706200.0
2006-01-23,993.744,996.162,997.332,989.342,11459294356.0,2254601900.0
2006-01-24,997.791,999.093,1006.146,993.394,13914239772.0,2419799100.0
2006-01-25,998.84,1009.597,1009.648,989.514,11644197379.0,2180075800.0
2006-02-06,1013.425,1033.234,1033.354,1012.807,13466978183.0,2503877100.0
2006-02-07,1034.678,1029.937,1038.501,1019.936,17669257813.0,3295478700.0
2006-02-08,1028.4449,1033.072,1033.399,1022.937,13692515175.0,2698672900.0
2006-02-09,1033.192,1019.599,1033.192,1017.047,12115067169.0,2383960100.0
2006-02-10,1019.416,1032.337,1032.598,1018.482,11411753871.0,2202445300.0
2006-02-13,1034.381,1031.614,1034.642,1021.839,11454695538.0,2215729800.0
2006-02-14,1032.645,1038.531,1038.8101,1030.4611,9730559347.0,1855622000.0
2006-02-15,1040.332,1041.66,1048.344,1038.744,12747811508.0,2478462800.0
2006-02-16,1041.665,1020.121,1041.665,1019.21,13407183725.0,2615989200.0
2006-02-17,1020.063,1020.368,1028.574,1015.992,10774127956.0,2102687500.0
2006-02-20,1020.74,1021.639,1030.052,1020.015,10303300141.0,1881888300.0
2006-02-21,1020.977,1038.816,1038.937,1014.663,13180216400.0,2367803900.0
2006-02-22,1039.649,1037.885,1046.45,1036.38,13435059019.0,2538070400.0
2006-02-23,1038.2531,1041.373,1041.592,1029.248,10259755542.0,1978503700.0
2006-02-24,1041.97,1049.444,1049.688,1041.97,10286380796.0,1967610400.0
2006-02-27,1055.947,1047.845,1057.223,1045.967,12520438962.0,2287209900.0
2006-02-28,1046.713,1053.01,1053.72,1033.661,10427830678.0,1935326700.0
2006-03-01,1051.759,1056.619,1057.693,1049.642,10518419421.0,1942573000.0
2006-03-02,1055.858,1038.666,1056.053,1034.6801,13748692907.0,2487786100.0
2006-03-03,1037.988,1041.677,1043.422,1029.561,11437141697.0,2120053900.0
2006-03-06,1041.75,1038.873,1044.417,1036.108,9091203924.0,1787096300.0
2006-03-07,1037.928,1014.973,1037.976,1013.142,9676508800.0,1933651600.0
2006-03-08,1012.578,1009.271,1014.965,999.931,8818082801.0,1746305500.0
2006-03-09,1006.965,1004.344,1010.91,1002.196,6640051345.0,1273509900.0
2006-03-10,1004.747,1008.897,1011.762,1004.688,6337829115.0,1188798300.0
2006-03-13,1008.803,1019.864,1020.876,1008.513,6101943506.0,1176591100.0
2006-03-14,1020.468,1018.272,1021.651,1012.112,5861599356.0,1134803000.0
2006-03-15,1018.154,1028.958,1028.965,1017.081,7822300458.0,1484206800.0
2006-03-16,1028.96,1027.616,1029.8051,1025.5229,7936360041.0,1478433900.0
2006-03-17,1027.637,1024.015,1029.559,1021.081,7945174864.0,1500192400.0
2006-03-20,1024.502,1037.6591,1037.908,1019.647,8246315688.0,1538991200.0
2006-03-21,1037.949,1040.757,1047.051,1036.235,10271579935.0,1907766200.0
2006-03-22,1041.1379,1047.666,1047.939,1036.7061,10034541922.0,1864057500.0
2006-03-23,1047.349,1048.537,1049.325,1042.825,10825049824.0,2046788500.0
2006-03-24,1049.1219,1042.601,1051.757,1041.231,11031900342.0,2009823700.0
2006-03-27,1042.769,1045.793,1050.707,1037.076,5724811154.0,1055634900.0
2006-03-28,1050.068,1055.9821,1056.516,1048.636,10630507500.0,2227399900.0
2006-03-29,1058.738,1065.2939,1074.038,1057.678,15882110482.0,3052634500.0
2006-03-30,1065.843,1055.634,1067.99,1055.137,12089930817.0,2201249400.0
2006-03-31,1053.854,1061.088,1061.473,1050.222,12045672446.0,2227619000.0
2006-04-03,1061.962,1079.322,1079.366,1061.962,15703156870.0,2772976100.0
2006-04-04,1080.8571,1089.371,1089.371,1076.198,17525218334.0,3114875700.0
2006-04-05,1091.175,1099.97,1100.558,1089.549,18539588008.0,3293691400.0
2006-04-06,1102.543,1103.2371,1109.683,1097.316,19687813538.0,3616704900.0
2006-04-07,1102.944,1103.1541,1105.104,1091.894,17760103659.0,3257086000.0
2006-04-10,1104.321,1117.91,1118.082,1100.6899,17246470925.0,3206752000.0
2006-04-11,1120.163,1123.308,1126.089,1112.007,19796708290.0,3560752000.0
2006-04-12,1123.782,1117.073,1123.782,1116.149,15991141463.0,3033384500.0
2006-04-13,1116.837,1093.925,1122.394,1093.5081,17190084945.0,3382414600.0
2006-04-14,1091.689,1118.6071,1118.665,1091.673,16782531968.0,3352796200.0
2006-04-17,1120.186,1124.4139,1129.1541,1114.527,18349161711.0,3570454800.0
2006-04-18,1127.506,1131.281,1135.448,1119.271,17403457422.0,3231722300.0
2006-04-19,1135.614,1138.241,1140.407,1125.204,19364959974.0,3432289800.0
2006-04-20,1139.642,1134.381,1142.538,1127.09,21561233693.0,3788565100.0
2006-04-21,1133.205,1149.158,1152.8879,1127.6479,22750697130.0,4077291000.0
2006-04-24,1156.908,1142.698,1160.579,1135.751,26245896335.0,4593621900.0
2006-04-25,1139.495,1141.9301,1149.5439,1123.099,22885232669.0,3861112500.0
2006-04-26,1142.902,1155.726,1162.021,1142.074,25476171649.0,4182430100.0
2006-04-27,1157.379,1155.2679,1159.8979,1145.26,18862520936.0,3198045100.0
2006-04-28,1143.587,1172.347,1173.88,1133.193,24343009251.0,4080185800.0
2006-05-08,1179.5811,1218.4449,1218.859,1179.5811,26536314891.0,4491282100.0
2006-05-09,1226.3149,1251.611,1252.759,1222.679,33111916341.0,5599386100.0
2006-05-10,1257.984,1265.933,1273.684,1243.472,33568258225.0,5566704300.0
2006-05-11,1267.219,1255.035,1294.868,1254.348,37299607468.0,6113372500.0
2006-05-12,1255.234,1296.257,1296.379,1252.677,34261843942.0,5492033100.0
2006-05-15,1312.137,1352.155,1352.412,1301.797,45768188032.0,7353400500.0
2006-05-16,1368.134,1331.127,1387.397,1322.136,50916396723.0,7965817000.0
2006-05-17,1331.686,1335.5229,1356.132,1306.871,39133826398.0,6182328700.0
2006-05-18,1322.652,1331.201,1340.5229,1301.109,31832852065.0,5205636300.0
2006-05-19,1334.069,1366.097,1371.222,1329.317,36222359895.0,6712386900.0
2006-05-22,1366.316,1373.674,1387.571,1360.348,38198875541.0,6626217200.0
2006-05-23,1365.1,1317.6541,1365.1,1316.549,32747751170.0,5687238800.0
2006-05-24,1325.683,1308.2419,1351.308,1277.332,31096815588.0,5117663200.0
2006-05-25,1304.6949,1307.697,1316.475,1285.728,20482556624.0,3404643600.0
2006-05-26,1312.236,1331.02,1331.452,1309.46,21741991960.0,3638566500.0
2006-05-29,1339.896,1366.292,1366.843,1330.6281,27100627303.0,4448001100.0
2006-05-30,1375.298,1378.756,1384.684,1360.548,28992430923.0,4476102700.0
2006-05-31,1377.449,1365.451,1386.942,1355.007,29359692213.0,4733588300.0
2006-06-01,1364.178,1402.879,1403.265,1362.936,31383492665.0,5349345300.0
2006-06-02,1406.6169,1390.116,1411.78,1382.004,37407323630.0,6410916200.0
2006-06-05,1391.4611,1403.163,1403.304,1362.723,29784741526.0,5510181900.0
2006-06-06,1400.267,1399.142,1413.108,1391.895,26497855270.0,4683527800.0
2006-06-07,1398.184,1320.233,1398.184,1319.698,31076290204.0,5204764700.0
2006-06-08,1309.0699,1325.979,1331.885,1286.899,26462585864.0,4567750900.0
2006-06-09,1320.813,1294.1851,1329.835,1293.046,21631040581.0,3739262300.0
2006-06-12,1283.827,1297.67,1308.121,1275.399,15025360038.0,2503333100.0
2006-06-13,1296.408,1298.276,1312.132,1284.62,16716170449.0,2782303100.0
2006-06-14,1291.6899,1283.88,1291.6899,1269.516,15982326444.0,2880166100.0
2006-06-15,1283.7209,1285.385,1300.111,1280.501,12947893429.0,2324130200.0
2006-06-16,1290.0031,1318.01,1318.019,1290.0031,16152374694.0,2840803200.0
2006-06-19,1306.2629,1334.8929,1341.99,1294.9041,18672646769.0,3072625800.0
2006-06-20,1333.619,1338.223,1341.244,1323.7841,16416714736.0,2779705800.0
2006-06-21,1336.842,1333.532,1347.002,1320.411,18271592334.0,3244547900.0
2006-06-22,1331.926,1331.553,1341.73,1326.146,14642393269.0,2595315700.0
2006-06-23,1329.106,1339.446,1340.266,1319.506,15125536432.0,2565164400.0
2006-06-26,1341.609,1363.413,1363.569,1341.609,18564767865.0,2959592000.0
2006-06-27,1365.043,1363.896,1368.411,1354.088,16022196955.0,2645473400.0
2006-06-28,1361.792,1362.885,1366.338,1353.6331,14836163873.0,2579165700.0
2006-06-29,1365.252,1395.124,1395.243,1365.252,24225652463.0,4243920100.0
2006-06-30,1402.595,1393.963,1408.791,1384.991,22942443838.0,3839674500.0
2006-07-03,1398.736,1420.328,1420.328,1393.923,24423131531.0,3829738500.0
2006-07-04,1423.078,1411.0129,1426.098,1401.1479,28116073765.0,4274980300.0
2006-07-05,1409.901,1393.009,1409.901,1377.22,21154127198.0,3344600500.0
2006-07-06,1391.6379,1418.675,1418.76,1390.193,21637516912.0,3248073400.0
2006-07-07,1423.718,1410.429,1426.397,1405.989,22529571028.0,3355617600.0
2006-07-10,1410.496,1412.124,1413.576,1397.441,18616784852.0,2760736900.0
