ts,open,close,high,low,total_turnover,volume,limit_up,limit_down
2005-02-23,1.952,1.9645,1.9864,1.9395,3900148.0,1652060.0,2.146,1.7581
2005-02-24,1.9645,1.9708,1.9833,1.9552,3193133.0,1351203.0,2.1616,1.7675
2005-02-25,1.9677,1.9864,2.0021,1.9614,4901901.0,2055334.0,2.1679,1.7737
2005-02-28,1.9802,1.952,1.9802,1.9395,2620173.0,1114274.0,2.1867,1.7894
2005-03-01,1.9833,1.9614,1.9833,1.9458,2115632.0,899080.0,2.146,1.7581
2005-03-02,1.9395,1.8957,1.9677,1.877,3810235.0,1655635.0,2.1585,1.7643
2005-03-03,1.8957,1.8957,1.9051,1.8613,1726765.0,764564.0,2.0866,1.7049
2005-03-04,1.8989,1.8676,1.9051,1.8644,1301227.0,574560.0,2.0866,1.7049
2005-03-07,1.8425,1.8989,1.902,1.8425,870105.0,385248.0,2.0553,1.6799
2005-03-08,1.9051,1.9176,1.9208,1.877,2122892.0,928287.0,2.0897,1.708
2005-03-09,1.927,1.9208,1.9333,1.9082,1427679.0,619248.0,2.1084,1.7268
2005-03-10,1.9145,1.8801,1.9176,1.8457,2770752.0,1231936.0,2.1116,1.7299
2005-03-11,1.9176,1.8801,1.9176,1.8613,1134251.0,498918.0,2.0678,1.6924
2005-03-14,1.8895,1.8707,1.8895,1.8488,1307431.0,583947.0,2.0678,1.6924
2005-03-15,1.8801,1.8457,1.8801,1.8457,926930.0,415226.0,2.0584,1.683
2005-03-16,1.8457,1.8363,1.8582,1.83,1149118.0,519929.0,2.0302,1.6611
2005-03-17,1.8394,1.8644,1.8738,1.8144,1092460.0,493962.0,2.0209,1.6517
2005-03-18,1.8676,1.8425,1.8676,1.8144,534857.0,242592.0,2.0521,1.6767
2005-03-21,1.8175,1.8238,1.8425,1.8144,451323.0,205618.0,2.0271,1.658
2005-03-22,1.7675,1.8551,1.8613,1.7268,3164919.0,1476260.0,2.0052,1.6423
2005-03-23,1.8613,1.8957,1.9677,1.83,12062489.0,5251936.0,2.0396,1.6705
2005-03-24,1.8957,1.8613,1.8989,1.8144,2320928.0,1046577.0,2.0866,1.7049
2005-03-25,1.8457,1.9051,1.9552,1.8457,3227701.0,1411101.0,2.049,1.6767
2005-03-28,1.8957,1.9145,1.9176,1.877,1926772.0,845260.0,2.0959,1.7143
2005-03-29,1.902,1.8613,1.9208,1.8488,1346488.0,592294.0,2.1053,1.7237
2005-03-30,1.8519,1.805,1.8707,1.7988,1293966.0,591496.0,2.049,1.6767
2005-03-31,1.8081,1.8144,1.8332,1.7769,1151551.0,531731.0,1.9864,1.6236
2005-04-01,1.7894,1.877,1.902,1.7894,2453125.0,1095388.0,1.9958,1.633
2005-04-04,1.8488,1.8519,1.927,1.8332,4618566.0,2031772.0,2.0647,1.6893
2005-04-05,1.8332,1.8738,1.877,1.7862,1835433.0,823004.0,2.0365,1.6674
2005-04-06,1.8488,1.8707,1.8738,1.7769,3213826.0,1465059.0,2.0615,1.6861
2005-04-07,1.8394,1.9082,1.9427,1.8394,7475236.0,3250092.0,2.0584,1.683
2005-04-08,1.8957,1.9208,1.9239,1.8832,2519461.0,1098181.0,2.0991,1.7174
2005-04-11,1.9395,1.9051,1.9395,1.8801,2260612.0,988456.0,2.1116,1.7299
2005-04-12,1.8957,1.8519,1.9145,1.8488,1918650.0,848274.0,2.0959,1.7143
2005-04-13,1.8551,1.9677,1.9708,1.8551,12580790.0,5386343.0,2.0365,1.6674
2005-04-14,1.9896,1.9395,1.9896,1.9239,6937961.0,2950685.0,2.1648,1.7706
2005-04-15,1.9239,2.0302,2.0553,1.9114,21767892.0,8962684.0,2.1335,1.7456
2005-04-18,2.0334,2.0365,2.0521,1.9864,18554880.0,7609951.0,2.2336,1.8269
2005-04-19,2.0365,2.0615,2.0709,2.0115,10748389.0,4387622.0,2.2398,1.8332
2005-04-20,2.0647,2.0052,2.0647,1.9739,8603932.0,3553723.0,2.268,1.8551
2005-04-21,1.9958,2.0334,2.121,1.9864,16441683.0,6691060.0,2.2054,1.805
2005-04-22,2.0021,2.1241,2.1272,1.9864,22306317.0,8904395.0,2.2367,1.83
2005-04-25,2.1116,2.1178,2.2148,2.0959,27389866.0,10587646.0,2.3368,1.9114
2005-04-26,2.1116,2.1397,2.196,2.0866,19350038.0,7485729.0,2.3306,1.9051
2005-04-27,2.1429,2.1898,2.2211,2.1147,20188220.0,7678146.0,2.3525,1.927
2005-04-28,2.1898,2.2492,2.2805,2.1741,23602672.0,8738092.0,2.4088,1.9708
2005-04-29,2.2461,2.2273,2.2649,2.2086,12408651.0,4633861.0,2.4745,2.024
2005-05-09,2.2461,2.0615,2.2617,2.0428,20402728.0,8088227.0,2.4494,2.0052
2005-05-10,2.049,2.1084,2.1116,2.0021,14372044.0,5765401.0,2.268,1.8551
2005-05-11,2.0959,2.0615,2.1491,2.0584,8443252.0,3344631.0,2.318,1.8989
2005-05-12,2.0615,2.0177,2.0834,1.9552,7777569.0,3196397.0,2.268,1.8551
2005-05-13,2.0177,2.0584,2.0615,1.9864,6591784.0,2707561.0,2.2211,1.8175
2005-05-16,2.0365,2.0772,2.0866,2.0271,5152524.0,2080939.0,2.2649,1.8519
2005-05-17,2.0772,2.146,2.1867,2.049,13177028.0,5131018.0,2.2836,1.8707
2005-05-18,2.146,2.1585,2.1616,2.1116,5908043.0,2304988.0,2.3618,1.9301
2005-05-19,2.1585,2.1053,2.1648,2.0959,6991114.0,2730229.0,2.3744,1.9427
2005-05-20,2.0897,2.0772,2.1241,2.0647,7070415.0,2812171.0,2.3149,1.8957
2005-05-23,2.0772,2.1084,2.1335,2.049,4491494.0,1784887.0,2.2836,1.8707
2005-05-24,2.1272,2.1616,2.1835,2.1084,7530736.0,2915520.0,2.318,1.8989
2005-05-25,2.146,2.0991,2.1616,2.0803,6056553.0,2372544.0,2.3775,1.9458
2005-05-26,2.0834,2.024,2.1116,1.9927,7238411.0,2932959.0,2.3087,1.8895
2005-05-27,2.024,1.9301,2.0302,1.9239,9495957.0,3987071.0,2.2273,1.8206
2005-05-30,1.9333,1.9552,1.9708,1.9145,3569459.0,1531037.0,2.1241,1.7362
2005-05-31,1.9552,1.9176,1.9771,1.9145,3502575.0,1501570.0,2.1522,1.7612
2005-06-01,1.9114,1.8113,1.927,1.7956,6502225.0,2927330.0,2.1084,1.7268
2005-06-02,1.7988,1.7769,1.8269,1.7362,5237459.0,2453209.0,1.9927,1.6298
2005-06-03,1.7612,1.7518,1.7988,1.708,6246555.0,2966416.0,1.9552,1.5985
2005-06-06,1.7331,1.8175,1.8206,1.7299,4927860.0,2308981.0,1.927,1.5766
2005-06-07,1.8113,1.8238,1.8613,1.8081,6879673.0,3122739.0,1.999,1.6361
2005-06-08,1.8238,1.9864,2.0021,1.805,10480428.0,4508208.0,2.0052,1.6423
2005-06-09,1.9958,1.9802,2.0271,1.9395,12812766.0,5377203.0,2.1867,1.7894
2005-06-10,1.9677,1.9333,1.9864,1.877,8793540.0,3816033.0,2.1773,1.7831
2005-06-13,1.9333,2.0115,2.0271,1.9239,10988953.0,4592910.0,2.1272,1.7393
2005-06-14,2.0115,1.9301,2.024,1.927,6407209.0,2718571.0,2.2117,1.8113
2005-06-15,1.9301,1.8644,1.9301,1.8519,4546276.0,2002049.0,2.1241,1.7362
2005-06-16,1.877,1.9145,1.9176,1.8363,2949527.0,1302480.0,2.0521,1.6767
2005-06-17,1.9145,1.9176,1.9395,1.877,3585288.0,1561407.0,2.1053,1.7237
2005-06-20,1.9333,2.0177,2.049,1.8957,13149370.0,5460360.0,2.1084,1.7268
2005-06-21,2.024,2.0115,2.0271,1.9771,4566970.0,1901041.0,2.2211,1.8175
2005-06-22,1.9958,2.0334,2.0365,1.9833,4043866.0,1676234.0,2.2117,1.8113
2005-06-23,2.024,2.0709,2.0803,2.0021,11072422.0,4505061.0,2.2367,1.83
2005-06-24,2.0584,2.0428,2.0866,2.0334,6249235.0,2526588.0,2.2774,1.8644
2005-06-27,2.0803,2.1053,2.1335,2.0647,13753317.0,5448169.0,2.2461,1.8394
2005-06-28,2.0959,2.0959,2.1429,2.0803,12737151.0,5010573.0,2.3149,1.8957
2005-06-29,2.0897,2.074,2.1053,2.0396,6451711.0,2589430.0,2.3055,1.8863
2005-07-01,2.0334,2.0177,2.0365,1.9864,7466678.0,3076585.0,2.2805,1.8676
2005-07-04,2.0052,2.0615,2.0647,1.9739,6764084.0,2771388.0,2.2211,1.8175
2005-07-05,2.0521,2.0083,2.0615,2.0021,5814894.0,2392048.0,2.268,1.8551
2005-07-06,2.0302,2.0083,2.0428,1.9896,1823383.0,751798.0,2.2086,1.8081
2005-07-07,2.0115,2.0083,2.0334,1.9896,1498764.0,620472.0,2.2086,1.8081
2005-07-08,2.0083,2.0647,2.0678,1.9364,9828435.0,4063549.0,2.2086,1.8081
2005-07-11,2.1272,2.0459,2.1335,2.0365,7047770.0,2832812.0,2.2711,1.8582
2005-07-12,2.0584,2.1835,2.1867,2.049,14695398.0,5735644.0,2.2492,1.8425
2005-07-13,2.1741,2.1397,2.1741,2.1272,8993027.0,3475636.0,2.4025,1.9645
2005-07-14,2.1303,2.1303,2.1773,2.1147,4989083.0,1933714.0,2.3525,1.927
2005-07-15,2.1272,2.1147,2.1491,2.0897,5258582.0,2076596.0,2.3431,1.9176
2005-07-18,2.1211,2.1339,2.1691,2.1179,4765723.0,1893228.0,2.3259,1.9036
2005-07-19,2.1307,2.1403,2.1499,2.1115,2555910.0,1021374.0,2.3482,1.9195
2005-07-20,2.1467,2.1403,2.1723,2.1115,2623270.0,1042579.0,2.3546,1.9259
2005-07-21,2.1435,2.0923,2.1563,2.0763,8159367.0,3280480.0,2.3546,1.9259
2005-07-22,2.1147,2.1915,2.2075,2.0955,11905622.0,4662815.0,2.3003,1.8844
2005-07-25,2.1915,2.2075,2.2267,2.1723,5159723.0,1988294.0,2.4122,1.9739
2005-07-26,2.2235,2.2107,2.2619,2.2011,12324494.0,4689793.0,2.4282,1.9867
2005-07-27,2.2139,2.2299,2.2395,2.1883,6820718.0,2611330.0,2.4314,1.9899
2005-07-28,2.2299,2.2875,2.2907,2.2299,16260451.0,6106219.0,2.4538,2.0059
2005-07-29,2.2779,2.2491,2.2971,2.2395,10877151.0,4083539.0,2.5178,2.0603
2005-08-01,2.2491,2.2491,2.2875,2.2235,5080578.0,1912673.0,2.473,2.0251
2005-08-02,2.2427,2.2619,2.2683,2.2331,3852295.0,1456422.0,2.473,2.0251
2005-08-03,2.2715,2.2427,2.2779,2.2363,8696468.0,3285898.0,2.489,2.0347
2005-08-04,2.2299,2.2043,2.2395,2.2011,4402916.0,1689632.0,2.4666,2.0187
2005-08-05,2.2107,2.3035,2.3035,2.2075,9070042.0,3402651.0,2.425,1.9835
2005-08-08,2.3067,2.3003,2.3131,2.2715,9786262.0,3633270.0,2.5338,2.0731
2005-08-09,2.2843,2.2939,2.2971,2.2395,8797458.0,3303646.0,2.5306,2.0699
2005-08-10,2.2939,2.2683,2.2939,2.2235,9504248.0,3585371.0,2.5242,2.0635
2005-08-11,2.2715,2.3578,2.3706,2.2619,29518019.0,10779576.0,2.4954,2.0411
2005-08-12,2.361,2.3291,2.3706,2.2779,15094408.0,5507301.0,2.5946,2.1211
2005-08-15,2.3291,2.4186,2.4314,2.3035,11675034.0,4162536.0,2.5626,2.0955
2005-08-16,2.4314,2.4186,2.4922,2.393,7426165.0,2601584.0,2.6618,2.1755
2005-08-17,2.4026,2.4666,2.4858,2.3514,11281335.0,3964302.0,2.6618,2.1755
2005-08-18,2.4666,2.3834,2.4794,2.3674,11237016.0,3929216.0,2.713,2.2203
2005-08-19,2.3674,2.4122,2.4282,2.3674,9560149.0,3385683.0,2.6234,2.1467
2005-08-22,2.4122,2.457,2.4634,2.3962,5349941.0,1870605.0,2.6522,2.1723
2005-08-23,2.4762,2.4154,2.4762,2.377,5336600.0,1879375.0,2.7034,2.2107
2005-08-24,2.3994,2.4058,2.4314,2.393,3821459.0,1349527.0,2.6586,2.1755
2005-08-25,2.4058,2.3514,2.4314,2.3482,5133946.0,1841518.0,2.6458,2.1659
2005-08-26,2.3482,2.3802,2.393,2.3482,4265880.0,1524661.0,2.5882,2.1179
2005-08-29,2.3514,2.3227,2.3738,2.3003,7055057.0,2573063.0,2.617,2.1435
2005-08-30,2.3131,2.2779,2.3355,2.2747,6368276.0,2355962.0,2.5562,2.0891
2005-08-31,2.2715,2.3195,2.3227,2.2555,9440603.0,3509522.0,2.505,2.0507
2005-09-01,2.3163,2.3834,2.3866,2.2811,8649633.0,3125878.0,2.553,2.0891
2005-09-02,2.3834,2.3866,2.4154,2.361,4347579.0,1553089.0,2.6234,2.1467
2005-09-05,2.4154,2.409,2.4282,2.3834,6378114.0,2254478.0,2.6266,2.1467
2005-09-06,2.4154,2.3259,2.4154,2.2395,7424257.0,2664275.0,2.649,2.1691
2005-09-07,2.3099,2.3898,2.393,2.2875,5794732.0,2108292.0,2.5594,2.0923
2005-09-08,2.3195,2.3706,2.4058,2.3195,3655698.0,1313003.0,2.6298,2.1499
2005-09-09,2.3514,2.3514,2.377,2.3355,2208418.0,799064.0,2.6074,2.1339
2005-09-12,2.3546,2.3546,2.3738,2.3259,2471495.0,891209.0,2.5882,2.1179
2005-09-13,2.3514,2.4154,2.425,2.3259,13403080.0,4749058.0,2.5914,2.1179
2005-09-14,2.4154,2.4282,2.4378,2.393,7989750.0,2805047.0,2.6586,2.1755
2005-09-15,2.441,2.489,2.5114,2.4058,12995958.0,4453947.0,2.6714,2.1851
2005-09-16,2.4954,2.537,2.585,2.4602,20144918.0,6740749.0,2.7386,2.2395
2005-09-19,2.5274,2.5466,2.5466,2.4954,7386171.0,2482315.0,2.7897,2.2843
2005-09-20,2.5466,2.5114,2.5594,2.4954,11285394.0,3807064.0,2.8025,2.2907
2005-09-21,2.4954,2.5082,2.5338,2.4954,18212003.0,6143810.0,2.7641,2.2587
2005-09-22,2.4954,2.4698,2.5082,2.4346,14143487.0,4862265.0,2.7578,2.2587
2005-09-23,2.457,2.4986,2.5274,2.4474,5909641.0,2020052.0,2.7162,2.2235
2005-09-26,2.5018,2.5786,2.5786,2.5018,5504696.0,1848258.0,2.7482,2.2491
2005-09-27,2.5914,2.5274,2.601,2.5114,6208449.0,2061923.0,2.8377,2.3195
2005-09-28,2.5146,2.5338,2.569,2.4986,3521831.0,1181835.0,2.7801,2.2747
2005-09-29,2.5306,2.5402,2.5594,2.5114,2959462.0,995063.0,2.7865,2.2811
2005-09-30,2.5402,2.5018,2.5434,2.4858,3700500.0,1260042.0,2.7929,2.2875
2005-10-10,2.4794,2.5402,2.5594,2.4634,5218331.0,1774970.0,2.7514,2.2523
2005-10-11,2.553,2.585,2.601,2.5274,3748796.0,1239794.0,2.7929,2.2875
2005-10-12,2.5914,2.6426,2.6618,2.5786,8752391.0,2823244.0,2.8441,2.3259
2005-10-13,2.6362,2.617,2.6682,2.585,4282208.0,1383495.0,2.9081,2.377
2005-10-14,2.6202,2.6938,2.7322,2.6138,16026289.0,5067593.0,2.8793,2.3546
2005-10-17,2.697,2.7418,2.7673,2.6842,6462168.0,2021196.0,2.9625,2.425
2005-10-18,2.745,2.6586,2.7705,2.6554,12598524.0,3973774.0,3.0169,2.4666
2005-10-19,2.6394,2.6682,2.7162,2.6298,7152562.0,2265205.0,2.9241,2.393
2005-10-20,2.6682,2.7258,2.745,2.6266,5930522.0,1868014.0,2.9337,2.4026
2005-10-21,2.7258,2.713,2.7354,2.6874,5892905.0,1845005.0,2.9977,2.4538
2005-10-24,2.7354,2.7098,2.7354,2.681,4787742.0,1504403.0,2.9849,2.441
2005-10-25,2.7194,2.633,2.7194,2.617,6322758.0,2023515.0,2.9817,2.4378
2005-10-26,2.6234,2.6074,2.633,2.569,10563846.0,3458466.0,2.8953,2.3706
2005-10-27,2.585,2.5146,2.6202,2.5018,9493898.0,3133347.0,2.8697,2.3482
2005-10-28,2.5114,2.4826,2.5434,2.4314,8789919.0,3024582.0,2.7673,2.2619
2005-10-31,2.4634,2.473,2.5114,2.457,3166255.0,1082088.0,2.7322,2.2331
2005-11-01,2.4666,2.521,2.5242,2.4666,3454662.0,1177146.0,2.7194,2.2267
2005-11-02,2.5082,2.5434,2.5786,2.5082,3724820.0,1241685.0,2.7737,2.2683
2005-11-03,2.5466,2.3642,2.5562,2.3578,10909218.0,3827447.0,2.7993,2.2907
2005-11-04,2.3642,2.4026,2.4314,2.3386,4975329.0,1762465.0,2.601,2.1275
2005-11-07,2.4058,2.4122,2.4122,2.3642,2038372.0,725555.0,2.6426,2.1627
2005-11-08,2.4122,2.4538,2.4794,2.3674,2951091.0,1031202.0,2.6522,2.1723
2005-11-09,2.457,2.4634,2.4666,2.4154,3283177.0,1140129.0,2.7002,2.2075
2005-11-10,2.4506,2.4346,2.473,2.3994,2724897.0,954161.0,2.7098,2.2171
2005-11-11,2.4346,2.4538,2.4762,2.3706,2160494.0,754397.0,2.6778,2.1915
2005-11-14,2.4314,2.4026,2.4506,2.4026,721708.0,253312.0,2.7002,2.2075
2005-11-15,2.393,2.3994,2.4314,2.3866,1514444.0,536870.0,2.6426,2.1627
2005-11-16,2.3834,2.4154,2.4218,2.3834,1154439.0,408906.0,2.6394,2.1595
2005-11-17,2.3994,2.4314,2.4474,2.3994,1423608.0,502208.0,2.6586,2.1755
2005-11-18,2.4346,2.5018,2.5146,2.4346,5581517.0,1905033.0,2.6746,2.1883
2005-11-21,2.5466,2.505,2.5466,2.4858,1490470.0,506203.0,2.7514,2.2523
2005-11-22,2.5274,2.4634,2.5274,2.4634,1615844.0,556145.0,2.7546,2.2555
2005-11-23,2.4474,2.4506,2.4762,2.4474,1451386.0,502474.0,2.7098,2.2171
2005-11-24,2.4506,2.457,2.4858,2.4506,1026559.0,354764.0,2.697,2.2043
2005-11-25,2.457,2.4218,2.4794,2.4154,1622576.0,567112.0,2.7034,2.2107
2005-11-28,2.4026,2.4314,2.4314,2.3994,1733699.0,610614.0,2.665,2.1787
2005-11-29,2.4154,2.4538,2.473,2.4154,938379.0,327137.0,2.6746,2.1883
2005-11-30,2.4506,2.4218,2.4506,2.409,1830614.0,642401.0,2.7002,2.2075
2005-12-01,2.409,2.4314,2.441,2.3994,956552.0,335862.0,2.665,2.1787
2005-12-02,2.425,2.4026,2.4474,2.4026,1513972.0,533064.0,2.6746,2.1883
2005-12-05,2.393,2.3355,2.425,2.3291,5575825.0,1980104.0,2.6426,2.1627
2005-12-06,2.3067,2.2811,2.345,2.2779,3906101.0,1435756.0,2.569,2.1019
2005-12-07,2.2747,2.3355,2.3355,2.2619,4910322.0,1817738.0,2.5082,2.0539
2005-12-08,2.3514,2.3642,2.3738,2.3035,3087452.0,1120921.0,2.569,2.1019
2005-12-09,2.345,2.3994,2.4218,2.345,2226251.0,792699.0,2.601,2.1275
2005-12-12,2.3834,2.4314,2.441,2.3738,1457715.0,514282.0,2.6394,2.1595
2005-12-13,2.4282,2.409,2.4282,2.3706,582921.0,206948.0,2.6746,2.1883
2005-12-14,2.393,2.4858,2.4858,2.393,4476996.0,1555486.0,2.649,2.1691
2005-12-15,2.4858,2.4506,2.4954,2.4442,2195438.0,753836.0,2.7354,2.2363
2005-12-16,2.4506,2.489,2.5082,2.4506,2002058.0,685024.0,2.697,2.2043
2005-12-19,2.4986,2.4858,2.521,2.473,2154037.0,733724.0,2.7386,2.2395
2005-12-20,2.4826,2.5018,2.5018,2.4442,2827453.0,971294.0,2.7354,2.2363
2005-12-21,2.4922,2.4506,2.5114,2.4442,1515449.0,521892.0,2.7514,2.2523
2005-12-22,2.4378,2.4698,2.4762,2.4346,1246913.0,430689.0,2.697,2.2043
2005-12-23,2.4762,2.4954,2.4954,2.4634,7342825.0,2522294.0,2.7162,2.2235
2005-12-26,2.4954,2.5178,2.5274,2.4794,3652048.0,1238419.0,2.745,2.2459
2005-12-27,2.5018,2.5082,2.5178,2.4826,946021.0,322392.0,2.7705,2.2651
2005-12-28,2.5082,2.4986,2.521,2.473,1194766.0,407999.0,2.7578,2.2587
2005-12-29,2.4634,2.5626,2.5914,2.457,6934373.0,2354528.0,2.7482,2.2491
2005-12-30,2.5594,2.569,2.5914,2.5338,7207010.0,2393263.0,2.8185,2.3067
2006-01-04,2.585,2.5914,2.6106,2.5402,5705064.0,1875518.0,2.8249,2.3131
2006-01-05,2.6074,2.5786,2.6074,2.5466,6466686.0,2140263.0,2.8505,2.3323
2006-01-06,2.5786,2.6202,2.6586,2.5594,8389095.0,2748011.0,2.8377,2.3195
2006-01-09,2.6138,2.6298,2.6362,2.5882,4714857.0,1537943.0,2.8825,2.3578
2006-01-10,2.617,2.5882,2.6394,2.585,5763417.0,1885435.0,2.8921,2.3674
2006-01-11,2.5946,2.601,2.6458,2.5946,8882048.0,2887906.0,2.8473,2.3291
2006-01-12,2.6074,2.6074,2.6362,2.5594,9647435.0,3162341.0,2.8601,2.3418
2006-01-13,2.6106,2.601,2.633,2.553,9566010.0,3157401.0,2.8697,2.3482
2006-01-16,2.5914,2.5626,2.601,2.5434,7463851.0,2480078.0,2.8601,2.3418
2006-01-17,2.5626,2.5274,2.5626,2.5114,3296161.0,1108762.0,2.8185,2.3067
2006-01-18,2.5146,2.5786,2.5882,2.5018,5312337.0,1770179.0,2.7801,2.2747
2006-01-19,2.5786,2.5562,2.5786,2.537,4917095.0,1636687.0,2.8377,2.3195
2006-01-20,2.5562,2.6426,2.6586,2.5178,16783053.0,5533832.0,2.8121,2.3003
2006-01-23,2.649,2.7098,2.713,2.6106,15826650.0,5061775.0,2.9081,2.377
2006-01-24,2.7098,2.6746,2.7098,2.6458,10178955.0,3244700.0,2.9817,2.4378
2006-01-25,2.6906,2.6682,2.6906,2.6202,6618598.0,2120395.0,2.9433,2.4058
2006-02-06,2.6554,2.7546,2.7673,2.649,14905115.0,4648983.0,2.9337,2.4026
2006-02-07,2.745,2.697,2.7705,2.6618,11095114.0,3489683.0,3.0297,2.4794
2006-02-08,2.6874,2.6554,2.6874,2.617,8891695.0,2862091.0,2.9657,2.4282
2006-02-09,2.681,2.6234,2.681,2.6074,6378573.0,2066759.0,2.9209,2.3898
2006-02-10,2.6234,2.6906,2.697,2.601,9505352.0,3079245.0,2.8857,2.361
2006-02-13,2.6842,2.7162,2.7769,2.6746,13802727.0,4317818.0,2.9593,2.4218
2006-02-14,2.7066,2.7546,2.7641,2.6554,16366305.0,5107647.0,2.9881,2.4442
2006-02-15,2.7514,2.7226,2.7578,2.7066,7876415.0,2453331.0,3.0297,2.4794
2006-02-16,2.7194,2.6362,2.7194,2.617,9703414.0,3113349.0,2.9945,2.4506
2006-02-17,2.6266,2.5914,2.6554,2.585,5060245.0,1639885.0,2.8985,2.3738
2006-02-20,2.5914,2.5562,2.6202,2.5498,9942840.0,3292755.0,2.8505,2.3323
2006-02-21,2.553,2.5946,2.5978,2.5306,8169290.0,2718267.0,2.8121,2.3003
2006-02-22,2.5914,2.617,2.6394,2.5658,17774131.0,5820902.0,2.8537,2.3355
2006-02-23,2.5946,2.6042,2.617,2.5434,15804682.0,5203189.0,2.8793,2.3546
2006-02-24,2.601,2.6042,2.6298,2.5946,4686297.0,1529048.0,2.8633,2.345
2006-02-27,2.6074,2.6522,2.6554,2.5946,9796544.0,3166730.0,2.8633,2.345
2006-02-28,2.6394,2.7098,2.713,2.6394,12723284.0,4056721.0,2.9177,2.3866
2006-03-01,2.7098,2.8409,2.8665,2.6874,34387062.0,10460708.0,2.9817,2.4378
2006-03-02,2.8409,2.8185,2.9369,2.7673,35640881.0,10567177.0,3.1257,2.5562
2006-03-03,2.7993,2.8537,2.9913,2.7993,27132359.0,7927744.0,3.1001,2.537
2006-03-06,2.8729,2.9337,2.9753,2.8473,17249517.0,5003104.0,3.1385,2.569
2006-03-07,2.9433,2.8153,2.9561,2.7993,16607860.0,4981433.0,3.228,2.6394
2006-03-08,2.8153,2.8217,2.8953,2.729,14013958.0,4236196.0,3.0969,2.5338
2006-03-09,2.8089,2.8089,2.8473,2.7833,3514867.0,1064923.0,3.1033,2.5402
2006-03-10,2.8185,2.8569,2.8857,2.7769,8705312.0,2600525.0,3.0905,2.5274
2006-03-13,2.8793,3.0457,3.0553,2.8185,25063854.0,7195579.0,3.1417,2.5722
2006-03-14,3.0105,3.1289,3.196,2.9945,33627767.0,9233780.0,3.3496,2.7418
2006-03-15,3.1193,3.1545,3.1896,3.1065,24099536.0,6507685.0,3.4424,2.8153
2006-03-16,3.1545,3.1705,3.1928,3.0809,14053341.0,3819906.0,3.4712,2.8377
2006-03-17,3.1673,3.3048,3.3272,3.1321,47753872.0,12542368.0,3.4872,2.8537
2006-03-31,3.6343,3.6343,3.6343,3.6343,12465919.0,2918956.0,3.6343,2.9753
2006-04-03,3.8711,3.9991,3.9991,3.8103,67324910.0,14603190.0,3.9991,3.2696
2006-04-04,3.9991,4.1622,4.351,3.9991,85467456.0,17255197.0,4.399,3.5992
